Gene_ID,20H_20h_embryo_F,36H_4th_instar_36h_M,36H_4th_instar_36h_F,10D_Adult_10D_M,10D_Adult_10D_F,20D_Adult_20D_M,20D_Adult_20D_F,12H_4th_instar_12h_biololgical_replicate_1_M,12H_4th_instar_12h_biololgical_replicate_2_M,12H_4th_instar_12h_biololgical_replicate_3_M,12H_4th_instar_12h_biololgical_replicate_2_F,12H_4th_instar_12h_biololgical_replicate_3_F
AGAP029557,0.173211851,4.506529453,7.561231975,186.2280281,130.1219031,240.9479786,1.898271344,147.0708699,2.739910477,2.142181093,1.606127025,1.889594998
AGAP029558,0.800116526,0.144296079,0.146745639,0.123772482,0.129113132,0.161553271,0.138188616,0.105255531,0.184987044,0.13387324,0.119807081,0.094168377
AGAP029559,0.197858311,0.430723396,0.451710276,0.070665664,0.025479692,0.036224595,1.157643955,0.035640446,1.455898981,1.204136304,1.416209905,1.622785555
AGAP029560,8.398305284,1.184486057,2.092558475,2.23645419,0.908527157,2.049706034,1.314580713,1.048227263,0.450530683,1.079376736,1.194267587,0.82399653
AGAP029561,1.40935676,0.285342926,1.408843698,3.230917901,1.334707257,2.896616119,0.658268533,1.118830085,0.143184867,0.416662642,0.305123685,0.122821227
AGAP029562,0.186291941,0.102789157,0.137115479,0.101210927,0.112411442,0.12676158,0.234057461,0.138960929,0.081715993,0.179221414,0.179908908,0.120930878
AGAP029563,2.659146996,1.727743426,2.005153391,3.535537983,2.524137682,2.969350685,4.138288088,2.555807013,5.776899934,5.832268203,7.466305472,8.341226173
AGAP029564,4.615683785,0.494759171,0.968103668,0.660580349,0.415843762,0.833859419,0.688769967,0.455312892,0.25931986,0.617258933,0.510048645,0.382665428
AGAP029565,4.63438391,2.685781613,2.292224561,3.222245519,2.389079679,2.387422143,2.705701484,2.485410717,2.49616852,2.449813606,3.036743743,2.056783431
AGAP029566,0.51554573,0.403705149,1.443627902,9.119314364,3.508065484,6.613156908,0.645919469,2.856127454,0.406581859,0.878514035,0.453202561,0.398421256
AGAP029567,0.000559731,0.005085995,0.013447601,0.043467572,0.019789596,0.02980369,0.004957317,0.017027351,0.003016428,0.006860727,0.002192809,0.001055673
AGAP029568,1.809658705,0.60815721,2.417556215,7.544939296,3.079494344,5.09949611,1.263759303,2.804884778,0.514238796,1.163351029,0.718039247,0.773449214
AGAP029569,2.840552062,1.188949619,1.327927273,1.986688647,2.058283072,2.918850799,1.091373954,2.272483575,1.290189092,1.220054397,1.11873224,1.420499529
AGAP029570,0.0140786,0.008194491,0.052898614,0.330814488,0.099431223,0.256367221,0.027511349,0.081928414,0.003780024,0.0190373,0.011776754,0.007559499
AGAP029571,12.24840973,20.75677065,15.27928785,15.58348185,18.88423069,16.12893648,21.99550265,18.34867454,27.81508022,24.15418515,27.91927506,26.99069162
AGAP029572,6.363519849,1.07280041,2.570479778,4.925669585,3.032244093,4.431659165,2.344808684,3.241648194,0.930980789,1.492567671,1.513748049,0.830936348
AGAP029573,0.07286035,0.049250854,0.579866215,2.673974887,0.692078746,2.053444555,0.336771981,0.751334705,0.031681562,0.289382854,0.136226409,0.099081939
AGAP029574,19.34788794,11.01713901,13.31761173,14.0249832,12.94818221,10.55407451,12.15022525,11.27260272,7.244529121,8.57414933,10.16384903,4.408140144
AGAP029575,6.306649074,0.548405974,1.431440621,1.701195479,1.503576653,1.429622709,0.683466829,1.404238156,0.207741251,0.673846377,0.468500975,0.329647235
AGAP029576,0.019304225,0.027564071,0.122439486,0.782306635,0.227718566,0.402283802,0.05454751,0.196337291,0.013375507,0.049013177,0.03025057,0.022885315
AGAP029577,0.313902988,0.261989769,0.44298206,2.966278782,1.809462714,2.025511302,0.389772678,1.777049513,0.348493093,0.349951847,0.28663028,0.236109244
AGAP029578,0.408178729,0.104332469,0.27720177,0.291508784,0.111463733,0.234054115,0.193422447,0.108129473,0.048289957,0.145136825,0.128565069,0.074624509
AGAP029579,1.692203322,0.134306349,0.51927206,0.472940167,0.501974527,0.428156986,0.4573767,0.536637065,0.097929743,0.329821602,0.295714625,0.240789221
AGAP029580,8.30938759,0.199144563,0.783431236,0.55367338,1.228468122,0.392876416,0.932363514,1.189321633,0.068676139,0.500860936,0.481879877,0.22153909
AGAP029581,23.20245354,2.595432188,2.354004111,4.922390939,2.572804155,4.304570527,1.902032668,3.292076435,2.280321277,2.583469064,2.31160557,3.043835733
AGAP029582,2.661658483,1.652044923,4.49801559,1.802197489,1.290741574,1.143679934,3.671965603,0.945194414,2.276178681,2.842921687,3.200950782,1.988764649
AGAP029583,0.410514877,0.55726566,1.541018495,4.903404378,3.838693745,3.578807955,0.571345094,3.373951665,0.348538976,0.364597939,0.394564497,0.113599484
AGAP029584,0.185613635,0.023225673,0.044096144,0.012263951,1.363443833,0.010171738,0.044910969,0.918529201,0.016996328,0.030130003,0.024711146,0.025892524
AGAP029586,0.010909361,0.008410847,0.037360948,0.547400884,0.169235484,0.35009921,0.023422994,0.14036951,0.006413591,0.014587417,0.010878922,0.002992792
AGAP029587,14.90854229,13.41448296,16.45116063,5.62631931,18.65419674,11.40719243,21.51634223,24.07447604,29.74045527,19.16909969,27.67962403,31.53228815
AGAP029588,1.596358106,0.271467038,4.108177126,12.83777954,5.541424432,9.432529491,2.660805145,4.987818923,0.197067764,1.315002805,0.577251436,0.533493206
AGAP029589,2.715039351,0.059722084,0.368661515,0.568324136,0.195817544,0.430296343,0.224040152,0.17164048,0.039706011,0.162234536,0.102881324,0.079406248
AGAP029590,7.770948607,0.339185177,2.294018895,3.42945589,2.991893661,2.2825773,1.135090021,2.426711855,0.095900823,0.545304958,0.285200279,0.107807936
AGAP029591,0.516266975,0.65999716,0.629296286,11.82714079,15.53758484,40.83993403,0.494845263,23.85113109,0.722648364,0.811542437,0.577866463,0.632271352
AGAP029592,12.88598161,0.462997489,2.716722693,0.810362565,1.309279696,0.597490298,2.45720818,1.140715235,0.23951628,1.256682319,0.704385074,0.396261763
AGAP029593,0.173130024,0.606304471,0.542856733,2.73971738,1.033604708,2.106962921,0.728586506,1.240894168,1.027720415,0.967084371,0.93168629,1.258160741
AGAP029594,4.155763424,0.385157898,1.276878761,2.212012161,0.901164508,1.711353785,0.977341475,0.886848035,0.365779456,0.952794707,0.615891466,0.540389017
AGAP029595,0.207943894,0.112760542,1.654698944,5.468501665,1.385672636,3.935704588,2.874229241,1.406250365,0.281145731,1.717966906,1.039173656,1.480065276
AGAP029596,2.911618933,0.565771616,2.942831233,6.274089746,2.629568781,4.834783551,3.214222318,2.639869318,0.567839523,2.544116797,1.670422109,0.939970822
AGAP029597,1.155982912,0.365757717,0.719457086,2.979244308,1.51825084,2.863180209,0.352637195,1.586600949,0.194809433,0.886170073,0.230898544,0.569140966
AGAP029598,5.371261105,9.85489412,7.881260219,2.317983697,1.494482679,1.695612366,3.650719677,2.707230922,4.941459834,12.16712251,5.514663481,12.21675794
AGAP029599,2.09157785,0.894724781,0.585799791,1.441736583,0.952471982,1.246031537,0.817582234,1.046724032,0.910148317,1.037827486,1.070714054,1.034362189
AGAP029600,0.115515103,0.098865637,0.83051482,0.3769446,0.200225563,0.3246354,0.583477983,0.234520234,0.035020433,0.359122245,0.199276986,0.129324678
AGAP029601,0.207752185,0.380369074,1.080681878,1.761225103,0.948713146,1.03869317,0.535739541,0.970721337,0.293119238,0.753844647,0.504365431,0.581624607
AGAP029602,330.1802879,181.9695765,139.5923256,151.0293183,215.0135258,154.7934696,257.9522545,209.4642108,401.2725787,190.5042485,357.2417776,304.2439494
AGAP029603,1.394096465,0.569805805,1.544002669,2.924345337,1.783375605,4.363565121,1.450864601,2.510192222,0.327848963,1.320657369,1.045213204,0.758934925
AGAP029604,2.751908608,3.900680314,3.267841689,5.026625202,4.19527675,3.819880677,2.52965256,4.048031418,4.718003213,3.058446969,3.566221515,3.228576417
AGAP029605,6.625225453,1.828443922,1.772066182,2.120363521,1.094110607,3.018196475,1.095495756,1.257162903,1.367462087,0.86185002,1.178825254,0.652219897
AGAP029606,3.211247634,3.495954185,8.883386926,18.55787475,20.3941821,14.40514325,12.60073978,14.29296609,2.840008072,10.2716618,6.434017738,5.273143079
AGAP029607,0.774091765,0.937300214,0.708481202,2.022860132,1.137699883,2.538123811,0.820095793,1.463087106,0.956382691,0.550798918,0.850077883,0.455835783
AGAP029608,2.842076118,0.043657103,0.719278063,1.361224325,0.980902422,1.283837942,0.40165458,0.826577925,0.028418466,0.155127567,0.051647396,0.041772109
AGAP029609,1.064886963,0.041480163,0.124496424,0.692710186,0.253725198,0.721214849,0.029503477,0.216899532,0,0.023818448,0.013050506,0.016754241
AGAP029610,1.799894696,0.220492913,1.725769213,2.854249912,1.244999661,2.435665852,0.913070886,1.19630123,0.200065951,0.974414835,0.462395808,0.541794397
AGAP029611,1.018281613,14.08662618,6.925898043,5.212268538,5.418802555,4.353802591,6.171853253,4.924333056,19.17295225,11.16945365,13.82390364,19.12676511
AGAP029612,7.74929181,6.249370965,4.666060525,6.563056727,6.32990616,5.621602622,3.783851008,5.76202266,6.365453193,4.012234473,4.922766733,3.810868753
AGAP029613,4.556415556,0.432266966,1.231250909,4.518397983,2.664140191,5.119707271,0.919266232,3.513225025,0.314637294,0.998897362,0.743363686,0.825862857
AGAP029614,9.210371385,3.937749529,5.604793964,13.45753044,10.23559139,12.19714102,3.754199737,12.98304268,2.228119494,6.222223554,3.129530624,3.945753488
AGAP029615,0.019749972,0.008952553,0.109488922,0.240576806,0.229420011,0.107520176,0.047596627,0.200053418,0,0.007410579,0,0.04865195
AGAP029616,1.337734277,0.050115496,0.322910897,0.711120533,0.456046272,0.559581154,0.334664195,0.40489299,0.077586517,0.220391864,0.168960592,0.149461246
AGAP029617,27.25824382,13.3268637,10.59967136,7.5386499,10.7773351,6.625126144,10.85766683,10.26160139,14.18433483,9.47836994,12.37711228,17.47649324
AGAP029618,0.227713424,0.626115673,0.345787978,1.071535228,0.720294039,1.027821731,0.369025408,0.72659051,1.185386662,0.745289515,0.778208234,1.00150059
AGAP029619,0.018362771,0.008191759,0.175509384,1.445199935,0.33740257,1.121161427,0.076903372,0.290470627,0.004602705,0.0392574,0.024258221,0.016108297
AGAP029620,6.273338807,2.03548273,1.40723161,0.633109062,0.333338091,0.448055519,1.37266177,0.287132734,1.329875853,1.251549874,1.521683461,0.918865431
AGAP029621,1.182823011,0.114452351,0.25654356,0.420876641,0.447141646,0.381858289,0.15587366,0.443813112,0.069341206,0.167910347,0.113417923,0.142677091
AGAP029622,1.512939449,0.419308086,0.460889738,1.283965158,0.532003904,1.045885676,0.394102939,0.454189093,0.659460417,0.477244788,0.522979993,0.433613659
AGAP029623,5.783598301,0.106381844,0.131263248,1.679380499,1.669409721,1.506017602,0.224662361,1.465232849,0.378560966,0.287006465,0.160531553,0.28705453
AGAP029624,6.916936466,4.074881248,4.37059666,9.746239832,5.893371111,16.26920497,1.800194978,9.550942491,2.122304144,2.990974524,2.415841256,2.240237234
AGAP029625,0.715636929,0.439741566,0.688154569,0.647074528,0.3612168,0.549494469,0.582544839,0.393351952,0.308202533,0.530386628,0.590541074,0.584317686
AGAP029626,0.005566959,0.020901084,0.105659923,0.603816694,0.178421459,0.393912937,0.029788032,0.147067202,0.012187785,0.028253641,0.012949196,0.014436788
AGAP029627,1.444110164,0.454068943,0.509371202,0.015032307,0.069819297,0.007250163,0.317820754,0.075230718,0.217705799,0.330546814,0.347672212,0.249648713
AGAP029628,0.055779227,0.209644314,1.468180639,15.43064349,3.587834952,8.271594152,0.574274347,3.053204836,0.083359074,0.4107921,0.231375445,0.19625846
AGAP029629,0.099082526,0.161228914,1.041340219,2.146285632,1.060047278,1.541080584,0.775495454,0.810146143,0.133895466,0.439002847,0.242555119,0.100522271
AGAP029630,9.318073983,4.347725173,6.127017974,6.787212342,6.162079399,5.354885782,8.583306164,5.813963865,4.879435468,5.610239693,6.944087435,3.671966501
AGAP029631,0.955323217,0.13970198,0.268452312,0.170679725,0.085949989,0.107919824,0.136905873,0.076171227,0.088965967,0.091516922,0.081136839,0.047552896
AGAP029632,4.78001229,6.463756478,4.428154736,6.868366091,8.883658269,5.685208318,5.778572999,9.976996288,7.917264741,5.721258222,7.685503314,5.616457761
AGAP029633,4.736905111,5.938074375,10.20494752,14.58612604,15.69802582,15.17091869,7.503026185,13.61280725,4.75078656,8.502624684,6.805005654,6.39562763
AGAP029634,0.553073117,0.043165802,0.750955588,2.587675974,0.653338613,1.702178967,0.534659405,0.527272582,0.041355457,0.285542544,0.1159595,0.084359
AGAP029635,11.00950584,1.185734986,3.635772572,4.931510441,3.394877613,3.611397528,2.052070204,3.268391044,0.520268267,1.558903501,1.065570747,0.569991619
AGAP029636,2.044429639,0.121914919,0.642665124,0.511879208,0.135002323,0.396718154,0.323444506,0.130236086,0.031670501,0.204522516,0.116759714,0.072309053
AGAP029637,0.112263137,0.167759403,0.615291642,0.93351296,0.48348136,0.832827587,0.37932049,0.41655191,0.111492465,0.28294686,0.223527512,0.17743616
AGAP029638,10.17923469,0.616183563,1.90349849,3.277820745,2.580908479,2.98507333,1.272136773,2.493931325,0.36143341,0.80151197,0.666717919,0.404775991
AGAP029639,5.087663368,0.171439203,0.931117103,2.059047794,0.726009694,2.146531407,0.54000877,0.749656911,0.09756607,0.29269099,0.325282152,0.197809236
AGAP029640,4.595493303,23.720365,22.05839011,13.35595656,23.01641647,14.24941446,25.63358237,20.83740676,34.07061485,39.09048843,30.5105699,64.2327363
AGAP029641,0.057572375,0.057743265,0.054841955,0.182562218,0.080274968,0.159812415,0.031309374,0.0747263,0.044225838,0.035206367,0.032150213,0.038099491
AGAP029642,3.801323632,21.27424296,14.84494849,8.74944418,8.365890833,6.706625889,15.67933892,7.284297815,22.81987014,20.86794092,17.99726509,17.22697467
AGAP029643,8.462982069,3.749582469,1.686941812,0.46431661,0.2305362,0.320149689,0.991120642,0.217747867,1.678180527,1.014263841,1.339047708,0.881617736
AGAP029644,1.231532386,0.058244221,0.63930954,2.520870229,1.052986651,3.000379559,0.426765922,1.160045277,0.069020881,0.271993229,0.183684511,0.14787399
AGAP029645,2.129149517,4.415170964,1.881056724,0.932976372,1.995747277,1.13760744,1.610453383,1.812942796,4.161304307,2.1300192,2.5574085,2.525101092
AGAP029646,0.096648164,0.308238331,0.300362625,1.082851535,0.435545897,0.789571716,0.198122787,0.347317656,0.262331793,0.214334721,0.216624387,0.171139951
AGAP029647,8.985376182,0.311071497,1.503566703,0.715920654,0.471821848,0.576340663,1.208980034,0.362251252,0.188511786,0.53162074,0.426345625,0.16393621
AGAP029648,0.040997714,0.006367957,0.030306897,0.365337201,0.215627469,0.344156265,0.027930797,0.234511389,0,0.020938179,0.01235485,0.019826448
AGAP029649,3.432333225,2.433418474,2.32628079,4.483513243,3.061450584,3.877940704,1.65003943,3.111550886,1.011037216,1.513076795,1.237725033,1.395691578
AGAP029650,12.74638239,8.182472225,9.386633824,11.6966344,12.72086506,9.45452956,6.030800904,11.7613203,7.007127287,6.380527168,6.863068516,5.201882988
AGAP029651,0.026470232,0.001474462,0.040232971,0.167542961,0.030724454,0.101630183,0.018323754,0.023772354,0,0.002237589,0.004291036,0
AGAP029652,1.229240411,0.1547761,0.414169874,0.387410191,0.288856867,0.516713484,0.191348381,0.306211551,0.109344533,0.246972001,0.119232902,0.165827152
AGAP029653,6.244953163,1.031493073,2.491151427,3.857315885,2.294501788,3.376837186,2.104693862,2.363156853,0.837322903,1.965688585,1.759543689,1.445421176
AGAP029654,3.165196875,4.114130507,4.005088034,10.55693908,9.410595354,4.998175382,5.585538886,7.793041933,3.920333527,5.397282938,5.967357806,4.01636973
AGAP029655,16.10814144,20.06435986,8.979037599,16.27267196,13.3545165,15.38990162,12.24107855,12.20814121,23.55197612,11.95897697,15.97760036,13.33140431
AGAP029656,0.850703746,0.035388781,0.143470091,0.20442341,0.120336659,0.162294706,0.072647915,0.105448215,0.009420697,0.047111796,0.028271711,0.022318183
AGAP029657,2.334953564,1.997110601,0.808717183,1.214920103,1.699178788,0.786849493,0.892507859,1.460804161,2.072868832,0.686245823,1.19074752,0.674573263
AGAP029658,7.201546554,1.608391419,3.066289811,4.68144061,3.280945368,4.020322501,1.972822862,3.153045406,1.177641654,1.706940407,1.391151107,1.03036154
AGAP029659,0.026629768,7.180817634,30.40841419,26.50072958,13.58507186,18.14389247,29.94601379,8.342536494,4.710856893,18.60158402,14.18820601,7.258559595
AGAP029660,0,0.003350178,0.00425185,0.036204566,0.032965895,0.033238136,0.009796249,0.023022368,0,0,0,0
AGAP029661,3.554990633,3.150344166,3.227213877,2.583439754,3.024357228,2.428444948,2.169954895,2.398777266,2.52439383,2.479596079,2.482379173,1.664258907
AGAP029662,8.66041542,0.106678474,1.5982106,1.459028769,0.993118253,1.332628348,1.51636691,0.993362403,0.080303496,0.660710182,0.423675951,0.35343136
AGAP029663,0.952152188,0.46931842,0.270064756,0.230536882,0.144779102,0.201900852,0.279145041,0.106001392,0.264744809,0.304312271,0.295929544,0.308846491
AGAP029664,0.018546449,0.020405109,0.275650429,0.812693817,0.280615695,0.806522089,0.084235119,0.155705284,0.012173156,0.039709387,0.023287741,0.012108206
AGAP029665,1.161130819,0.085531873,0.469328027,1.192983587,1.770641952,1.400301291,0.397223363,1.712788449,0,0.244329403,0.117137964,0.150381736
AGAP029666,3.68671357,1.333534266,2.068079306,12.39930717,6.634319325,11.31442618,3.48106034,7.101724915,2.080493997,4.379746659,4.154924204,6.553079679
AGAP029667,0.32272472,0.060534706,0.244637736,0.511143551,0.135060949,0.388383081,0.224964171,0.161846092,0.100411833,0.275229669,0.14271444,0.18516913
AGAP029668,11.52594831,2.640041827,9.739571329,28.98848739,15.86970068,36.61370805,12.02074054,24.42856382,3.856267012,6.654488545,9.580768704,9.38140982
AGAP029669,1.177586337,0.499165889,0.342308057,0.573727855,0.439222196,0.507164611,0.304508364,0.450297325,0.452100948,0.38139173,0.484904119,0.35016749
AGAP029670,5.825541245,6.141868533,3.502724088,3.350362991,3.010970958,2.838727501,3.6871886,3.092775309,5.866194752,3.489408541,5.112727614,4.714889716
AGAP029671,18.73404197,0.926777077,1.594511888,2.85444679,0.759330954,1.78580257,1.164149435,0.872863344,0.661911791,1.049879599,0.886384886,0.609611278
AGAP029672,7.537173644,0.310954825,0.615379754,1.030795013,0.215579769,0.507299439,0.35959532,0.277673233,0.271945332,0.479891691,0.395384269,0.242857658
AGAP029673,3.911853981,1.761670311,1.477086895,0.561961084,0.478559924,0.461609656,0.762466349,0.403426951,1.45973123,0.69490279,0.863734506,0.665317494
AGAP029674,5.634948147,2.145835042,3.09975309,3.288818128,2.050036925,2.636659479,1.575468494,2.234164808,0.870236243,1.517472572,1.391770507,0.800559143
AGAP029675,2.350841897,3.745576341,1.28254873,0.565789777,2.543687394,1.587911703,2.385678507,2.25441526,6.829296242,2.363704937,4.892643313,5.126548244
AGAP029676,0.024348675,0.014526127,0.102814552,0.358000475,0.12482797,0.316243055,0.045743194,0.131128853,0.017893171,0.010174298,0.004335846,0.016699079
AGAP029677,13.23588835,0.502797807,2.305326722,4.137110418,1.893760744,3.488929135,1.201033102,1.817452445,0.264601708,0.741533557,0.343488656,0.132291236
AGAP029678,1.010119635,0.047643448,0.193383159,0.330969203,0.146581894,0.234661643,0.076560013,0.142488117,0.020619698,0.05080676,0.031644714,0.011225464
AGAP029679,4.053514906,0.569387263,1.483978641,0.866106093,1.580200224,1.197240735,1.650078713,1.69842197,0.325634603,1.080101212,1.025794646,0.664788985
AGAP029680,11.2314263,13.96212984,7.91759979,8.725886359,8.402831392,8.485099242,2.346291485,8.864081368,6.009005966,4.277060002,3.508564904,3.736179427
AGAP029681,11.58272926,0.713288532,7.052265291,19.78981955,12.61014622,19.47298699,4.359265633,14.00819719,0.460132113,3.062695427,1.600331583,2.014510425
AGAP029682,0.420986969,0.044983123,0.458183472,1.474496132,0.923326458,0.975095291,0.198988951,1.043214939,0.006156651,0.150532452,0.071609779,0.04740277
AGAP029683,0,0,0,0,0,0,0,0,0,0,0,0
AGAP029684,0.006422554,0.023343399,0.016458933,0,0.001501308,0.001354368,0.007584266,0,0.041533872,0,0.020128849,0.009690532
AGAP029686,0.109663994,0.118626335,0.774514734,0.781748079,0.28381128,0.582957954,1.345104386,0.268249011,0.126639937,1.396177771,0.347788227,0.531849071
AGAP029687,6.832592353,3.600439861,3.8702607,4.804443741,5.422666305,5.58074086,6.368253973,5.78629779,6.074752382,6.845568162,6.764622749,11.82833971
AGAP029688,46.42008577,192.0308209,48.92873622,26.68907749,55.23547138,42.12176611,117.8119228,48.98660889,504.00054,169.7873211,257.851896,284.7518662
AGAP029689,20.8487121,31.29646742,17.06393665,15.93760872,28.57958558,25.04022927,34.57747603,25.92005362,98.62361894,45.81199555,57.90747964,83.47503154
AGAP029690,6.705433579,1.815735453,3.004692663,2.995074672,4.462198924,4.515876792,5.19496234,4.575710204,3.216732088,4.014467824,4.464257969,3.947520575
AGAP029691,0.064548002,0.63306384,0.041353924,0.461614851,0.350267675,0.267372356,0.054445319,0.280512518,0.099386677,0.056512599,0.108374525,0
AGAP029692,0.039770948,1.118111188,0.227360233,46.85611076,289.3198275,34.60189761,0.198696886,287.1455188,0.329735719,0.074996863,0.047940634,0.138478935
AGAP029693,0.043332169,0.40248721,2.816135782,0.080094615,0.447707764,0.073102033,6.345091529,0.342266795,0.560447681,5.768073182,2.172909236,3.308268962
AGAP029694,0.374393973,1.453314307,5.070201848,0.016571478,0.130143322,0.01531378,11.90088028,0.099905979,1.339291131,10.25605013,4.691005683,7.462961651
AGAP029695,0.074363104,0.486373352,2.947599659,0.053951488,0.149265247,0.069884776,6.041978452,0.179455031,0.574985671,3.98277934,1.975947775,3.024553217
AGAP029696,0.092794688,0.650874533,5.849115419,0.190160388,0.922830491,0.127022023,11.39048973,0.856678374,0.631675695,8.879710023,3.380222762,5.305690114
AGAP029697,0.286083539,1.013862519,2.124609164,0.044965398,0.968985034,0.09849537,8.30786857,0.884927634,1.195621719,6.082837668,3.888363896,8.36874362
AGAP029698,0.400065173,1.459744819,2.76319607,0.049550607,0.947479474,0.042552275,8.67155818,0.825956379,2.193801319,7.925449491,4.963114421,8.194008701
AGAP029699,1.432401633,1.739750541,2.863486814,1.181978788,5.513396318,1.266155595,2.130265618,5.782341991,2.031396124,2.574176306,1.561119257,2.681247956
AGAP029700,2.723260145,0.72465646,1.220086329,1.371991095,1.14147559,1.298029683,0.682267906,0.909627969,0.395187467,0.537939488,0.644211873,0.444254219
AGAP029701,0.060950743,34.88436156,25.14773035,4.902820567,4.598800406,10.36817108,7.35749713,4.561298303,37.0803317,9.006514295,10.71862431,18.13738697
AGAP029702,0.048300589,0.544540026,0.309447051,2.025291997,5.79580574,3.195694085,0.356482506,8.081325432,0.433825007,0.345350213,0.220760009,0.516214229
AGAP029703,0.004930238,555.6914973,408.1673444,0.088598488,0.034574114,0.036388567,184.6453474,0.063149765,322.9772803,197.215934,141.8088854,220.4513042
AGAP029704,0.118587731,0.73960933,0.902794833,4.291673018,2.403766853,4.734674559,0.867603133,2.697184082,0.793800871,1.025135961,0.962694572,1.218866624
AGAP029705,0.027082605,0,0.079814574,0.034763288,0.041149611,0.059966511,0.063962616,0.017344601,0,0,0,0
AGAP029706,1.904822483,0.254872473,1.341996453,0.510163182,0.601080431,1.000908027,1.114828582,0.607951592,0.101190478,0.703245457,0.367804836,0.220354355
AGAP029707,13.79255417,2.832927319,16.89075528,46.05548404,34.90586551,70.86080042,5.542697147,43.48162497,1.42368829,7.348630477,2.642659556,2.273589307
AGAP029708,2.405762865,0.386835931,2.6931417,7.599515655,4.155266511,7.844811956,1.185528292,4.543936023,0.079416919,1.140227547,0.375261642,0.25014511
AGAP029711,0.265770635,0.524983318,0.614456545,1.097592876,1.012913493,1.090438654,0.818721488,0.641364805,0.373631787,0.708173503,0.588496251,0.915331333
AGAP029712,0,0,0.016356657,0.196626597,0.290935797,0.558570192,0.037685684,0.306574307,0,0,0,0
AGAP029713,0,0.013725054,0.008709519,0.296646723,0.293943523,0.372677029,0,0.558654864,0,0,0.053257579,0
AGAP029714,0,1.293575915,0.324025864,0,0,0,0.796324851,0,3.088992283,2.892964097,3.170201925,4.833013033
AGAP029715,0,240.7253771,79.15736226,0.294736395,0.298189805,0.209823682,141.8715542,0.337679863,400.5937719,300.2395055,406.4759559,446.3458246
AGAP029716,1.046379356,0.55677007,1.694076329,0.440148866,0.371853519,0.417459664,3.631804687,0.516940599,1.143041796,3.791368659,2.298935202,4.640412332
AGAP029717,0.019147932,0,0.032713313,4.358556227,33.38301777,3.472556857,0.037685684,29.87396303,0.137585929,0.039116603,0,0.048151574
AGAP029718,0.469473097,0.411986908,1.70059574,0.213585641,0.171327082,0.152469954,2.970789398,0.101490694,0.533759696,2.088100157,1.319266322,2.420957976
AGAP029719,5.204464808,6.821794608,6.483253352,5.16401715,7.325267371,4.971493076,4.924757336,5.496208977,5.473315743,5.224627286,4.947800917,4.128791919
AGAP029720,0.185331923,7.435243898,6.475669899,0.411317839,1.631202813,0.314000314,9.207353754,1.71923243,9.141375086,11.67686977,9.158863697,10.66238347
AGAP029721,0.00879469,0.402524207,0.552179804,0.312325725,1.017624719,0.290553534,0.450037181,0.31291176,0.315967685,0.215596162,0.229694422,0.619251642
AGAP029722,0.619722637,22.47079432,15.68297247,9.954829541,6.787894667,7.341707736,11.73522579,3.099529588,23.85518194,18.25765111,15.26065545,35.99962339
AGAP029723,0.452291135,0.027466938,0.017429717,13.60173424,9.880968019,9.889167683,0.020079006,7.807814152,0.036653026,0,0,0
AGAP029724,0.017047695,0,0.002569867,0.620431982,2.148380179,0.551932903,0,1.357246133,0,0,0,0
AGAP029725,0.030089607,0.020252521,0.012851659,0.025748721,0.046890751,0.031726018,0,0.021411539,0,0.061468948,0,0.07566676
AGAP029726,10.2488226,19.56643706,5.748282353,3.931441572,5.186117084,4.889235951,8.042734614,5.563331816,23.03330076,11.7473487,15.05059191,14.70683621
AGAP029727,5.048443222,0.786025589,1.843350273,1.862124156,2.38224537,2.404018023,1.199173583,2.173009855,0.599374445,1.378067357,0.909325574,0.948506252
AGAP029728,16.53967554,4.28445769,4.140754041,3.387399316,3.885956079,3.912816283,3.747968715,3.496738211,2.176902289,3.033329002,2.782436797,1.640930122
AGAP029729,1.99854278,0.494235307,1.199840224,2.132974009,2.280736714,2.824638866,0.464052665,2.109253298,0.363043032,0.743152113,0.299104915,0.49128252
AGAP029730,6.996260823,1.928014443,2.334826112,3.163518728,3.686840784,4.011222848,1.69721444,3.772551049,1.104562652,2.175263901,1.860535173,1.433133202
AGAP029731,6.918828235,0.573629025,2.26037373,2.655484421,1.976122681,2.968769869,0.96041678,1.665310961,0.148156347,1.010924257,0.46671326,0.311105711
AGAP029732,0.74875603,5.7105666,2.456578541,0.520343349,0.295425844,0.457594839,5.744425915,0.208711875,4.986040702,5.582574958,5.791933475,4.677285772
AGAP029733,0.10034818,1.69468299,0.777324545,0.772842779,0.741026187,0.543455901,0.996470232,0.598845175,2.359779708,1.090214472,1.215113718,1.651725714
AGAP029734,1.924255385,0.544523282,0.128844895,0.59256008,2.903434935,0.139758315,0.067467778,1.99294493,0.197053435,0.420177109,0.555090122,0.068963689
AGAP029735,4.006279555,0.360467587,0.305876211,0.626155508,3.372334743,0.203547576,0.159332026,3.259261728,0.111865805,0.356207031,0.24396436,0.125280593
AGAP029736,0.158779495,0.04347266,0.013793241,0.041452817,0.031453888,0.028375364,0.047669373,0.060323193,0.058011728,0.230903733,0.189773732,0.040605258
AGAP029737,0.056956904,0.021906394,0,0.090517142,0.022189988,0.017158423,0,0.040530106,0.05846561,0.149599488,0.148756623,0.040922952
