Gene_ID,Chr,Testes_Specific,Ovaries_Specific,variable,value,Population
AGAP003084,,-1,-1,IV_mean_FPKM,1.399940504,IV
AGAP003085,2R,1,-1,IV_mean_FPKM,73.34012149,IV
AGAP003086,2R,-1,1,IV_mean_FPKM,0,IV
AGAP003087,2R,-1,1,IV_mean_FPKM,0,IV
AGAP003088,2R,-1,-1,IV_mean_FPKM,56.02645075,IV
AGAP003089,2R,-1,-1,IV_mean_FPKM,9.602542602,IV
AGAP003090,2R,1,-1,IV_mean_FPKM,4610.494642,IV
AGAP003091,2R,-1,-1,IV_mean_FPKM,1.474605394,IV
AGAP003092,2R,-1,-1,IV_mean_FPKM,0.11164467,IV
AGAP003093,2R,-1,-1,IV_mean_FPKM,2.116255893,IV
AGAP003094,2R,-1,-1,IV_mean_FPKM,13.60241969,IV
AGAP003095,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003096,2R,,,IV_mean_FPKM,0,IV
AGAP003097,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003098,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003099,2R,-1,-1,IV_mean_FPKM,0.393573242,IV
AGAP003100,2R,,,IV_mean_FPKM,0,IV
AGAP003103,2R,,,IV_mean_FPKM,0,IV
AGAP003104,2R,,,IV_mean_FPKM,0,IV
AGAP003106,2R,-1,-1,IV_mean_FPKM,0.443252651,IV
AGAP003107,2R,,,IV_mean_FPKM,0,IV
AGAP003108,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003109,2R,-1,-1,IV_mean_FPKM,493.1706078,IV
AGAP003111,2R,-1,-1,IV_mean_FPKM,183.1897999,IV
AGAP003112,2R,-1,-1,IV_mean_FPKM,39.20625235,IV
AGAP003114,2R,1,-1,IV_mean_FPKM,960.1584018,IV
AGAP003115,2R,-1,-1,IV_mean_FPKM,0.404299595,IV
AGAP003116,2R,1,-1,IV_mean_FPKM,5324.033039,IV
AGAP003117,,-1,-1,IV_mean_FPKM,7.889754312,IV
AGAP003118,2R,-1,-1,IV_mean_FPKM,7.020726278,IV
AGAP003119,2R,-1,-1,IV_mean_FPKM,658.0172477,IV
AGAP003120,2R,1,-1,IV_mean_FPKM,3368.091047,IV
AGAP003121,2R,-1,-1,IV_mean_FPKM,116.6304979,IV
AGAP003123,2R,-1,-1,IV_mean_FPKM,6.387942011,IV
AGAP003124,2R,1,-1,IV_mean_FPKM,593.129223,IV
AGAP003125,2R,-1,-1,IV_mean_FPKM,15.30015181,IV
AGAP003126,2R,-1,-1,IV_mean_FPKM,1.712375811,IV
AGAP003128,2R,-1,-1,IV_mean_FPKM,2.284306463,IV
AGAP003129,2R,,,IV_mean_FPKM,0.696227739,IV
AGAP003130,2R,,,IV_mean_FPKM,0.011799938,IV
AGAP003131,2R,-1,-1,IV_mean_FPKM,17.46541232,IV
AGAP003132,2R,-1,-1,IV_mean_FPKM,0.423870213,IV
AGAP003133,2R,1,-1,IV_mean_FPKM,86.92609716,IV
AGAP003134,2R,-1,-1,IV_mean_FPKM,8.300044015,IV
AGAP003135,2R,-1,-1,IV_mean_FPKM,49.31745113,IV
AGAP003136,2R,-1,-1,IV_mean_FPKM,107.2179949,IV
AGAP003137,2R,,,IV_mean_FPKM,305.9805572,IV
AGAP003138,2R,-1,-1,IV_mean_FPKM,14.32303645,IV
AGAP003139,2R,-1,-1,IV_mean_FPKM,3.08071001,IV
AGAP003140,2R,-1,-1,IV_mean_FPKM,26.10505321,IV
AGAP003141,2R,-1,-1,IV_mean_FPKM,20.08364581,IV
AGAP003142,2R,-1,-1,IV_mean_FPKM,107.3891607,IV
AGAP003143,2R,-1,-1,IV_mean_FPKM,1.835135294,IV
AGAP003144,2R,,,IV_mean_FPKM,0.018507515,IV
AGAP003145,2R,-1,-1,IV_mean_FPKM,147.321681,IV
AGAP003146,2R,-1,-1,IV_mean_FPKM,0.655389943,IV
AGAP003147,2R,-1,-1,IV_mean_FPKM,4.707753528,IV
AGAP003148,2R,-1,-1,IV_mean_FPKM,0.577837078,IV
AGAP003149,2R,,,IV_mean_FPKM,0.080286533,IV
AGAP003150,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003151,2R,-1,-1,IV_mean_FPKM,77.60669128,IV
AGAP003153,2R,-1,-1,IV_mean_FPKM,35.98543059,IV
AGAP003154,2R,-1,-1,IV_mean_FPKM,54.82093498,IV
AGAP003155,2R,-1,-1,IV_mean_FPKM,7.674200753,IV
AGAP003156,2R,-1,-1,IV_mean_FPKM,15.76458827,IV
AGAP003157,2R,-1,-1,IV_mean_FPKM,24.71972345,IV
AGAP003158,2R,1,-1,IV_mean_FPKM,37.48529175,IV
AGAP003159,2R,-1,-1,IV_mean_FPKM,0.422698468,IV
AGAP003160,2R,-1,-1,IV_mean_FPKM,642.9325468,IV
AGAP003161,2R,1,-1,IV_mean_FPKM,357.6809614,IV
AGAP003162,2R,-1,-1,IV_mean_FPKM,17.86069896,IV
AGAP003164,2R,-1,-1,IV_mean_FPKM,168.4475585,IV
AGAP003165,2R,-1,-1,IV_mean_FPKM,9.322540236,IV
AGAP003166,2R,1,-1,IV_mean_FPKM,193.4904496,IV
AGAP003167,2R,-1,-1,IV_mean_FPKM,15.9816708,IV
AGAP003168,2R,-1,-1,IV_mean_FPKM,2.521377616,IV
AGAP003170,2R,-1,-1,IV_mean_FPKM,39.25941571,IV
AGAP003171,2R,-1,1,IV_mean_FPKM,36.79316986,IV
AGAP003172,2R,-1,-1,IV_mean_FPKM,5.201286287,IV
AGAP003173,2R,-1,1,IV_mean_FPKM,18.97464666,IV
AGAP003174,2R,-1,-1,IV_mean_FPKM,74.08744661,IV
AGAP003175,2R,-1,-1,IV_mean_FPKM,41.00125913,IV
AGAP003176,2R,-1,-1,IV_mean_FPKM,2.958241936,IV
AGAP003177,2R,-1,-1,IV_mean_FPKM,100.2426813,IV
AGAP003178,2R,-1,-1,IV_mean_FPKM,15.95826058,IV
AGAP003179,2R,-1,-1,IV_mean_FPKM,62.73244285,IV
AGAP003180,2R,-1,-1,IV_mean_FPKM,72.49787959,IV
AGAP003181,2R,-1,-1,IV_mean_FPKM,21.20329796,IV
AGAP003182,2R,1,-1,IV_mean_FPKM,561.1326678,IV
AGAP003183,2R,-1,-1,IV_mean_FPKM,8.321871121,IV
AGAP003184,2R,-1,-1,IV_mean_FPKM,160.9156983,IV
AGAP003185,2R,-1,-1,IV_mean_FPKM,25.41891282,IV
AGAP003186,2R,1,-1,IV_mean_FPKM,12.98793429,IV
AGAP003187,2R,-1,-1,IV_mean_FPKM,0.172081235,IV
AGAP003189,2R,-1,-1,IV_mean_FPKM,0.057968198,IV
AGAP003190,2R,1,-1,IV_mean_FPKM,38.44093144,IV
AGAP003191,2R,1,-1,IV_mean_FPKM,20.83799522,IV
AGAP003192,2R,-1,-1,IV_mean_FPKM,32.76356694,IV
AGAP003193,2R,-1,-1,IV_mean_FPKM,35.42271938,IV
AGAP003194,2R,-1,-1,IV_mean_FPKM,3.628771085,IV
AGAP003195,2R,-1,-1,IV_mean_FPKM,1.345612753,IV
AGAP003196,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003197,2R,-1,-1,IV_mean_FPKM,2.026214447,IV
AGAP003198,2R,1,-1,IV_mean_FPKM,26.31886812,IV
AGAP003199,2R,-1,-1,IV_mean_FPKM,119.9846952,IV
AGAP003200,2R,-1,-1,IV_mean_FPKM,5.310395872,IV
AGAP003201,2R,-1,-1,IV_mean_FPKM,0.729623317,IV
AGAP003202,2R,-1,-1,IV_mean_FPKM,7.587980181,IV
AGAP003203,2R,-1,-1,IV_mean_FPKM,0.301445759,IV
AGAP003204,2R,-1,-1,IV_mean_FPKM,19.06937934,IV
AGAP003205,2R,-1,-1,IV_mean_FPKM,8.354689204,IV
AGAP003206,2R,-1,-1,IV_mean_FPKM,77.58771467,IV
AGAP003207,2R,1,-1,IV_mean_FPKM,12.6357406,IV
AGAP003208,2R,-1,-1,IV_mean_FPKM,0.091231235,IV
AGAP003209,2R,-1,-1,IV_mean_FPKM,0.308463084,IV
AGAP003211,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003212,2R,-1,-1,IV_mean_FPKM,39.9480174,IV
AGAP003213,2R,,,IV_mean_FPKM,41.41549693,IV
AGAP003214,2R,-1,-1,IV_mean_FPKM,5.680885232,IV
AGAP003215,2R,-1,-1,IV_mean_FPKM,15.9578652,IV
AGAP003216,2R,-1,-1,IV_mean_FPKM,5.148085463,IV
AGAP003217,2R,-1,-1,IV_mean_FPKM,28.9202336,IV
AGAP003218,2R,-1,-1,IV_mean_FPKM,11.61460443,IV
AGAP003219,2R,-1,-1,IV_mean_FPKM,230.8832439,IV
AGAP003220,2R,-1,-1,IV_mean_FPKM,7.354291029,IV
AGAP003221,2R,-1,-1,IV_mean_FPKM,2.68232225,IV
AGAP003222,2R,-1,-1,IV_mean_FPKM,2.899633855,IV
AGAP003224,2R,-1,-1,IV_mean_FPKM,0.061281031,IV
AGAP003225,2R,1,1,IV_mean_FPKM,11.55122737,IV
AGAP003226,2R,1,-1,IV_mean_FPKM,229.8627416,IV
AGAP003227,2R,1,1,IV_mean_FPKM,1076.925407,IV
AGAP003228,2R,1,-1,IV_mean_FPKM,149.6456424,IV
AGAP003229,2R,-1,-1,IV_mean_FPKM,72.92703428,IV
AGAP003230,2R,1,-1,IV_mean_FPKM,76.34182032,IV
AGAP003231,2R,-1,-1,IV_mean_FPKM,2.202147445,IV
AGAP003232,2R,1,-1,IV_mean_FPKM,304.1295268,IV
AGAP003233,2R,1,1,IV_mean_FPKM,170.3459393,IV
AGAP003235,2R,-1,-1,IV_mean_FPKM,0.357342832,IV
AGAP003236,2R,-1,-1,IV_mean_FPKM,4.411682841,IV
AGAP003237,2R,1,-1,IV_mean_FPKM,453.2859261,IV
AGAP003238,2R,-1,-1,IV_mean_FPKM,0.972692719,IV
AGAP003239,2R,-1,-1,IV_mean_FPKM,0.027907084,IV
AGAP003240,2R,1,-1,IV_mean_FPKM,37.96688592,IV
AGAP003241,2R,1,-1,IV_mean_FPKM,10.7365943,IV
AGAP003242,2R,-1,-1,IV_mean_FPKM,81.52142476,IV
AGAP003243,2R,-1,-1,IV_mean_FPKM,34.88908251,IV
AGAP003244,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003245,2R,,,IV_mean_FPKM,0,IV
AGAP003246,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003247,2R,,,IV_mean_FPKM,0,IV
AGAP003248,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003249,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003250,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003251,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003252,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003253,2R,-1,-1,IV_mean_FPKM,0.018322475,IV
AGAP003254,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003255,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003256,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003257,2R,-1,-1,IV_mean_FPKM,0.086772474,IV
AGAP003258,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003259,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003260,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003261,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003262,2R,-1,-1,IV_mean_FPKM,106.989206,IV
AGAP003263,2R,-1,-1,IV_mean_FPKM,0.798325931,IV
AGAP003264,2R,-1,-1,IV_mean_FPKM,55.31459958,IV
AGAP003265,2R,-1,-1,IV_mean_FPKM,11.55045915,IV
AGAP003266,2R,-1,-1,IV_mean_FPKM,5.976365216,IV
AGAP003267,2R,-1,-1,IV_mean_FPKM,7.884999672,IV
AGAP003268,2R,1,-1,IV_mean_FPKM,45.65212818,IV
AGAP003269,2R,,,IV_mean_FPKM,1.679386184,IV
AGAP003271,2R,-1,-1,IV_mean_FPKM,2.236495616,IV
AGAP003272,2R,-1,-1,IV_mean_FPKM,0.400880079,IV
AGAP003273,2R,-1,-1,IV_mean_FPKM,16.18607035,IV
AGAP003274,2R,-1,-1,IV_mean_FPKM,0.086289864,IV
AGAP003275,2R,-1,-1,IV_mean_FPKM,0.545680284,IV
AGAP003276,2R,-1,-1,IV_mean_FPKM,1.393906384,IV
AGAP003277,2R,-1,-1,IV_mean_FPKM,173.2628239,IV
AGAP003278,2R,-1,1,IV_mean_FPKM,1.769252349,IV
AGAP003279,2R,1,-1,IV_mean_FPKM,204.2576443,IV
AGAP003280,2R,-1,-1,IV_mean_FPKM,136.5902955,IV
AGAP003281,2R,-1,-1,IV_mean_FPKM,4.1665901,IV
AGAP003282,2R,-1,-1,IV_mean_FPKM,44.81622505,IV
AGAP003283,2R,-1,-1,IV_mean_FPKM,804.0813807,IV
AGAP003284,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003285,2R,-1,-1,IV_mean_FPKM,0.305343169,IV
AGAP003286,2R,-1,-1,IV_mean_FPKM,0.051541487,IV
AGAP003287,2R,-1,-1,IV_mean_FPKM,3.279645254,IV
AGAP003288,2R,-1,-1,IV_mean_FPKM,0.716616554,IV
AGAP003289,2R,-1,-1,IV_mean_FPKM,1.001777103,IV
AGAP003290,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003292,,1,-1,IV_mean_FPKM,2264.967584,IV
AGAP003293,2R,-1,-1,IV_mean_FPKM,83.20559697,IV
AGAP003294,2R,-1,1,IV_mean_FPKM,5.297772185,IV
AGAP003295,2R,1,1,IV_mean_FPKM,97.51304346,IV
AGAP003296,2R,-1,-1,IV_mean_FPKM,231.8303729,IV
AGAP003297,2R,-1,-1,IV_mean_FPKM,0.030214461,IV
AGAP003298,2R,,,IV_mean_FPKM,0,IV
AGAP003299,2R,,,IV_mean_FPKM,0,IV
AGAP003300,2R,1,-1,IV_mean_FPKM,474.1986821,IV
AGAP003301,2R,1,-1,IV_mean_FPKM,111.0086484,IV
AGAP003302,2R,-1,-1,IV_mean_FPKM,10.00819641,IV
AGAP003303,2R,-1,-1,IV_mean_FPKM,0.182407036,IV
AGAP003304,2R,-1,-1,IV_mean_FPKM,0.071873936,IV
AGAP003305,2R,-1,-1,IV_mean_FPKM,0.015766238,IV
AGAP003306,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003307,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003308,2R,-1,-1,IV_mean_FPKM,3.90474935,IV
AGAP003310,2R,-1,-1,IV_mean_FPKM,0.330813005,IV
AGAP003311,2R,-1,-1,IV_mean_FPKM,19.89242746,IV
AGAP003312,2R,1,-1,IV_mean_FPKM,767.8877775,IV
AGAP003313,2R,-1,-1,IV_mean_FPKM,1.897057312,IV
AGAP003314,2R,,,IV_mean_FPKM,136.9580053,IV
AGAP003315,2R,-1,-1,IV_mean_FPKM,1.755820242,IV
AGAP003316,2R,-1,-1,IV_mean_FPKM,3.654604704,IV
AGAP003317,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003318,2R,-1,-1,IV_mean_FPKM,18.05707894,IV
AGAP003319,2R,-1,-1,IV_mean_FPKM,93.19667865,IV
AGAP003320,2R,-1,-1,IV_mean_FPKM,1.646254967,IV
AGAP003321,2R,-1,-1,IV_mean_FPKM,0.382141226,IV
AGAP003322,2R,-1,-1,IV_mean_FPKM,9.072354009,IV
AGAP003323,2R,-1,-1,IV_mean_FPKM,36.04899777,IV
AGAP003324,2R,-1,-1,IV_mean_FPKM,10.51590276,IV
AGAP003325,2R,-1,-1,IV_mean_FPKM,13.21026465,IV
AGAP003327,,-1,-1,IV_mean_FPKM,51.46071101,IV
AGAP003328,2R,-1,-1,IV_mean_FPKM,237.186372,IV
AGAP003329,2R,,,IV_mean_FPKM,0.089373443,IV
AGAP003331,2R,1,1,IV_mean_FPKM,112.1103171,IV
AGAP003332,2R,,,IV_mean_FPKM,0.423407268,IV
AGAP003334,2R,-1,-1,IV_mean_FPKM,0.049121199,IV
AGAP003335,2R,-1,-1,IV_mean_FPKM,6.048395967,IV
AGAP003336,2R,-1,-1,IV_mean_FPKM,177.0168447,IV
AGAP003337,2R,-1,-1,IV_mean_FPKM,662.6991696,IV
AGAP003338,2R,-1,-1,IV_mean_FPKM,45.8108219,IV
AGAP003339,2R,1,-1,IV_mean_FPKM,547.3916076,IV
AGAP003340,2R,1,-1,IV_mean_FPKM,40433.82443,IV
AGAP003341,2R,-1,-1,IV_mean_FPKM,289.8424236,IV
AGAP003342,2R,1,1,IV_mean_FPKM,360.0254432,IV
AGAP003343,2R,-1,-1,IV_mean_FPKM,0.042880172,IV
AGAP003344,2R,-1,1,IV_mean_FPKM,17.5640088,IV
AGAP003345,2R,-1,-1,IV_mean_FPKM,131.0304572,IV
AGAP003346,2R,-1,-1,IV_mean_FPKM,99.58511257,IV
AGAP003349,,-1,-1,IV_mean_FPKM,0.40734059,IV
AGAP003350,2R,-1,-1,IV_mean_FPKM,0.210304524,IV
AGAP003351,2R,1,-1,IV_mean_FPKM,90.72565473,IV
AGAP003352,2R,-1,-1,IV_mean_FPKM,0.501215983,IV
AGAP003353,2R,-1,-1,IV_mean_FPKM,5.611139143,IV
AGAP003354,2R,-1,-1,IV_mean_FPKM,0.046296352,IV
AGAP003355,2R,-1,-1,IV_mean_FPKM,0.228852257,IV
AGAP003356,2R,-1,-1,IV_mean_FPKM,30.03866171,IV
AGAP003357,2R,-1,-1,IV_mean_FPKM,0.159590968,IV
AGAP003358,2R,-1,-1,IV_mean_FPKM,0.256376532,IV
AGAP003359,2R,-1,-1,IV_mean_FPKM,152.5537851,IV
AGAP003360,2R,1,-1,IV_mean_FPKM,1122.650825,IV
AGAP003361,2R,-1,-1,IV_mean_FPKM,0.220282735,IV
AGAP003363,2R,1,-1,IV_mean_FPKM,523.7201587,IV
AGAP003364,2R,-1,-1,IV_mean_FPKM,32.44097258,IV
AGAP003365,2R,1,-1,IV_mean_FPKM,279.8588719,IV
AGAP003366,2R,1,-1,IV_mean_FPKM,980.0917559,IV
AGAP003367,2R,-1,-1,IV_mean_FPKM,218.9732759,IV
AGAP003368,2R,1,-1,IV_mean_FPKM,35.27709802,IV
AGAP003369,2R,-1,-1,IV_mean_FPKM,335.6888992,IV
AGAP003371,2R,-1,-1,IV_mean_FPKM,2.370919631,IV
AGAP003372,2R,,,IV_mean_FPKM,34.41579051,IV
AGAP003373,2R,-1,-1,IV_mean_FPKM,104.2629113,IV
AGAP003374,2R,-1,-1,IV_mean_FPKM,2.041589948,IV
AGAP003375,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003377,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003378,2R,-1,-1,IV_mean_FPKM,0.014990859,IV
AGAP003379,2R,,,IV_mean_FPKM,0,IV
AGAP003380,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003381,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003382,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003383,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003384,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003385,2R,,,IV_mean_FPKM,0,IV
AGAP003386,2R,-1,-1,IV_mean_FPKM,4.212465261,IV
AGAP003387,2R,,,IV_mean_FPKM,36.01373476,IV
AGAP003388,2R,1,-1,IV_mean_FPKM,9.026102814,IV
AGAP003389,2R,-1,-1,IV_mean_FPKM,4.926799599,IV
AGAP003390,2R,-1,-1,IV_mean_FPKM,0.48630335,IV
AGAP003394,2R,1,-1,IV_mean_FPKM,51.71874936,IV
AGAP003395,2R,-1,-1,IV_mean_FPKM,42.04630946,IV
AGAP003396,2R,-1,-1,IV_mean_FPKM,55.81567945,IV
AGAP003397,2R,-1,-1,IV_mean_FPKM,134.965604,IV
AGAP003398,2R,-1,-1,IV_mean_FPKM,3.339770199,IV
AGAP003399,2R,,,IV_mean_FPKM,0,IV
AGAP003400,2R,-1,-1,IV_mean_FPKM,11.6586436,IV
AGAP003401,2R,1,-1,IV_mean_FPKM,222.0045266,IV
AGAP003402,2R,1,-1,IV_mean_FPKM,7.273987272,IV
AGAP003404,2R,,,IV_mean_FPKM,7.415876275,IV
AGAP003405,2R,-1,-1,IV_mean_FPKM,28.03759145,IV
AGAP003406,2R,-1,-1,IV_mean_FPKM,4.22202999,IV
AGAP003407,2R,,,IV_mean_FPKM,0,IV
AGAP003408,2R,-1,-1,IV_mean_FPKM,3.41559362,IV
AGAP003409,2R,-1,-1,IV_mean_FPKM,44.82699238,IV
AGAP003410,2R,,,IV_mean_FPKM,3.743158008,IV
AGAP003411,2R,-1,1,IV_mean_FPKM,9.614267023,IV
AGAP003412,2R,-1,-1,IV_mean_FPKM,33.72190552,IV
AGAP003413,2R,-1,-1,IV_mean_FPKM,10.77143043,IV
AGAP003414,2R,-1,-1,IV_mean_FPKM,9.633182907,IV
AGAP003415,2R,-1,-1,IV_mean_FPKM,10.11847608,IV
AGAP003416,2R,1,1,IV_mean_FPKM,47.01546463,IV
AGAP003417,2R,-1,-1,IV_mean_FPKM,210.2888879,IV
AGAP003418,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003419,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003420,2R,,,IV_mean_FPKM,0,IV
AGAP003421,2R,-1,-1,IV_mean_FPKM,0.067950842,IV
AGAP003422,2R,,,IV_mean_FPKM,0.208220018,IV
AGAP003423,2R,-1,-1,IV_mean_FPKM,1.603575275,IV
AGAP003424,2R,-1,-1,IV_mean_FPKM,6.836671761,IV
AGAP003425,2R,1,-1,IV_mean_FPKM,173.3994412,IV
AGAP003426,2R,,,IV_mean_FPKM,0,IV
AGAP003428,2R,-1,-1,IV_mean_FPKM,79.29833173,IV
AGAP003429,2R,1,-1,IV_mean_FPKM,70.68912951,IV
AGAP003430,2R,-1,-1,IV_mean_FPKM,551.3002916,IV
AGAP003431,2R,-1,-1,IV_mean_FPKM,38.98269167,IV
AGAP003432,2R,-1,-1,IV_mean_FPKM,0.894713716,IV
AGAP003433,2R,1,-1,IV_mean_FPKM,384.6575434,IV
AGAP003434,2R,1,-1,IV_mean_FPKM,186.6124037,IV
AGAP003435,2R,,,IV_mean_FPKM,0,IV
AGAP003436,2R,,,IV_mean_FPKM,0,IV
AGAP003437,2R,1,-1,IV_mean_FPKM,55.54439484,IV
AGAP003438,,-1,1,IV_mean_FPKM,0.728408485,IV
AGAP003439,2R,-1,1,IV_mean_FPKM,122.6582125,IV
AGAP003440,2R,-1,-1,IV_mean_FPKM,40.53689048,IV
AGAP003441,2R,-1,-1,IV_mean_FPKM,49.2724235,IV
AGAP003442,2R,-1,-1,IV_mean_FPKM,22.2746987,IV
AGAP003444,2R,-1,-1,IV_mean_FPKM,2.62146712,IV
AGAP003445,2R,1,-1,IV_mean_FPKM,77.65885636,IV
AGAP003446,2R,-1,-1,IV_mean_FPKM,16.65256083,IV
AGAP003447,2R,-1,-1,IV_mean_FPKM,10.58206596,IV
AGAP003448,2R,,,IV_mean_FPKM,0,IV
AGAP003449,2R,-1,-1,IV_mean_FPKM,1.522840779,IV
AGAP003450,2R,,,IV_mean_FPKM,0,IV
AGAP003451,2R,,,IV_mean_FPKM,0,IV
AGAP003452,2R,,,IV_mean_FPKM,0,IV
AGAP003453,2R,,,IV_mean_FPKM,0,IV
AGAP003454,2R,-1,-1,IV_mean_FPKM,1.870174911,IV
AGAP003455,2R,,,IV_mean_FPKM,0,IV
AGAP003456,2R,,,IV_mean_FPKM,0,IV
AGAP003457,2R,-1,-1,IV_mean_FPKM,9.001758354,IV
AGAP003459,2R,-1,-1,IV_mean_FPKM,3.517389582,IV
AGAP003460,2R,1,-1,IV_mean_FPKM,315.3426515,IV
AGAP003461,2R,-1,-1,IV_mean_FPKM,7.826081939,IV
AGAP003462,2R,1,-1,IV_mean_FPKM,161.0914583,IV
AGAP003463,2R,-1,-1,IV_mean_FPKM,33.70687383,IV
AGAP003464,2R,1,-1,IV_mean_FPKM,35.61933823,IV
AGAP003465,2R,-1,-1,IV_mean_FPKM,0.256901567,IV
AGAP003466,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003467,2R,,,IV_mean_FPKM,0,IV
AGAP003468,2R,-1,-1,IV_mean_FPKM,0.054969752,IV
AGAP003469,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003470,2R,-1,-1,IV_mean_FPKM,0.017816892,IV
AGAP003471,2R,-1,-1,IV_mean_FPKM,0.036443474,IV
AGAP003472,2R,,,IV_mean_FPKM,0,IV
AGAP003473,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003474,2R,-1,-1,IV_mean_FPKM,0.069113925,IV
AGAP003475,2R,-1,-1,IV_mean_FPKM,0.834771974,IV
AGAP003476,2R,-1,-1,IV_mean_FPKM,2.629137665,IV
AGAP003477,2R,-1,-1,IV_mean_FPKM,301.9483959,IV
AGAP003478,2R,-1,-1,IV_mean_FPKM,2.502983397,IV
AGAP003479,,-1,-1,IV_mean_FPKM,0.014295872,IV
AGAP003481,2R,-1,-1,IV_mean_FPKM,0.01609693,IV
AGAP003482,2R,-1,-1,IV_mean_FPKM,0.006344061,IV
AGAP003483,2R,-1,-1,IV_mean_FPKM,0.140692818,IV
AGAP003484,2R,-1,-1,IV_mean_FPKM,420.6703076,IV
AGAP003485,2R,1,-1,IV_mean_FPKM,1098.885415,IV
AGAP003486,2R,-1,1,IV_mean_FPKM,3.950035724,IV
AGAP003487,2R,-1,-1,IV_mean_FPKM,0.626200965,IV
AGAP003488,2R,-1,-1,IV_mean_FPKM,8.403797765,IV
AGAP003489,2R,1,-1,IV_mean_FPKM,220.7434971,IV
AGAP003490,2R,-1,-1,IV_mean_FPKM,16.92883895,IV
AGAP003492,2R,-1,-1,IV_mean_FPKM,0.024473015,IV
AGAP003493,2R,-1,-1,IV_mean_FPKM,0.194703495,IV
AGAP003494,2R,-1,-1,IV_mean_FPKM,0.04460363,IV
AGAP003495,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003496,2R,-1,-1,IV_mean_FPKM,0.492870106,IV
AGAP003497,2R,-1,-1,IV_mean_FPKM,0.105494444,IV
AGAP003498,2R,-1,-1,IV_mean_FPKM,97.48085022,IV
AGAP003499,2R,-1,-1,IV_mean_FPKM,1.637597907,IV
AGAP003500,2R,-1,-1,IV_mean_FPKM,4.758964636,IV
AGAP003501,2R,-1,-1,IV_mean_FPKM,3.383998844,IV
AGAP003502,2R,-1,-1,IV_mean_FPKM,509.8819492,IV
AGAP003503,2R,-1,-1,IV_mean_FPKM,0.816194302,IV
AGAP003504,2R,-1,-1,IV_mean_FPKM,45.78856318,IV
AGAP003506,2R,-1,-1,IV_mean_FPKM,19.0148314,IV
AGAP003507,2R,-1,-1,IV_mean_FPKM,27.12027577,IV
AGAP003508,2R,-1,-1,IV_mean_FPKM,41.44313886,IV
AGAP003509,2R,-1,-1,IV_mean_FPKM,2.279793146,IV
AGAP003510,2R,-1,-1,IV_mean_FPKM,2.016408314,IV
AGAP003511,2R,,,IV_mean_FPKM,0,IV
AGAP003512,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003513,2R,-1,-1,IV_mean_FPKM,0.002018203,IV
AGAP003514,2R,-1,-1,IV_mean_FPKM,0.103093062,IV
AGAP003515,2R,-1,-1,IV_mean_FPKM,0,IV
AGAP003516,2R,-1,-1,IV_mean_FPKM,5.589015619,IV
AGAP003517,2R,-1,-1,IV_mean_FPKM,185.9451035,IV
AGAP003519,2R,-1,-1,IV_mean_FPKM,192.0297078,IV
AGAP003521,2R,-1,-1,IV_mean_FPKM,275.6599975,IV
AGAP003522,2R,-1,-1,IV_mean_FPKM,22.08285568,IV
